enterprise_id,day_date,amount
7260092488379457339,2022-01-08,9466.51
5939772064090608268,2022-01-08,13251.6
2843391753880764310,2022-01-10,673.0
2749801908589504162,2022-01-10,814.26
5176689506753598429,2022-01-10,84015.7
5939772064090608268,2022-01-09,1736.1
7260092488379457339,2022-01-09,6333.25
2749801908589504162,2022-01-11,881.32
3012411838694922459,2022-01-10,522.02
7260092488379457339,2022-01-10,9405.76
5176689506753598429,2022-01-11,75751.2
4406811688481480716,2022-01-10,160204.0
7260092488379457339,2022-01-12,5710.8
2843391753880764310,2022-01-12,2801.5
3012411838694922459,2022-01-11,306.65
4406811688481480716,2022-01-11,166596.0
7260092488379457339,2022-01-11,9809.3
3012411838694922459,2022-01-12,966.5
5939772064090608268,2022-01-11,48612.65
3012411838694922459,2022-01-13,277.4
5939772064090608268,2022-01-13,54560.83
2843391753880764310,2022-01-13,1458.5
4406811688481480716,2022-01-12,307199.5
7260092488379457339,2022-01-13,6097.0
5939772064090608268,2022-01-12,55400.65
5939772064090608268,2022-01-14,21789.25
2749801908589504162,2022-01-14,718.46
5176689506753598429,2022-01-14,101018.4
3012411838694922459,2022-01-14,561.11
2843391753880764310,2022-01-14,373.7
7260092488379457339,2022-01-14,5815.6
4406811688481480716,2022-01-13,239102.0
2749801908589504162,2022-01-15,836.59
5939772064090608268,2022-01-15,9925.02
5176689506753598429,2022-01-15,132308.2
3012411838694922459,2022-01-15,697.65
7260092488379457339,2022-01-15,10700.08
4406811688481480716,2022-01-15,222293.0
7260092488379457339,2022-01-16,6910.58
4406811688481480716,2022-01-16,224931.5
2843391753880764310,2022-01-16,1498.0
3012411838694922459,2022-01-16,571.66
5939772064090608268,2022-01-16,1282.1
2749801908589504162,2022-01-17,1146.32
3012411838694922459,2022-01-17,518.13
5939772064090608268,2022-01-17,3385.75
4406811688481480716,2022-01-17,187465.0
5176689506753598429,2022-01-17,119769.0
7260092488379457339,2022-01-17,10303.24
3012411838694922459,2022-01-18,575.86
2843391753880764310,2022-01-19,863.0
5176689506753598429,2022-01-18,118165.1
7260092488379457339,2022-01-18,8493.33
5939772064090608268,2022-01-18,52194.7
4406811688481480716,2022-01-18,189103.5
2843391753880764310,2022-01-20,892.5
4406811688481480716,2022-01-19,192805.83
2749801908589504162,2022-01-19,884.62
5176689506753598429,2022-01-19,100844.7
3012411838694922459,2022-01-19,930.7
7260092488379457339,2022-01-19,5404.79
5939772064090608268,2022-01-19,60140.7
2843391753880764310,2022-01-21,753.0
3012411838694922459,2022-01-20,329.99
7260092488379457339,2022-01-20,9539.47
5939772064090608268,2022-01-20,66333.85
4406811688481480716,2022-01-20,146068.0
2749801908589504162,2022-01-20,836.24
7260092488379457339,2022-01-21,7181.06
5176689506753598429,2022-01-21,67246.3
5939772064090608268,2022-01-21,27340.1
4406811688481480716,2022-01-21,146561.0
5176689506753598429,2022-01-23,82118.9
4406811688481480716,2022-01-22,181937.0
2843391753880764310,2022-01-23,1631.0
2749801908589504162,2022-01-23,1323.73
5939772064090608268,2022-01-22,12284.3
2749801908589504162,2022-01-22,1084.48
5176689506753598429,2022-01-22,76430.7
5176689506753598429,2022-01-24,55272.5
7260092488379457339,2022-01-23,7654.59
2749801908589504162,2022-01-24,810.97
3012411838694922459,2022-01-23,489.47
5939772064090608268,2022-01-23,3804.7
3012411838694922459,2022-01-24,303.76
5939772064090608268,2022-01-24,6061.0
4406811688481480716,2022-01-24,115834.5
2843391753880764310,2022-01-25,312.0
7260092488379457339,2022-01-24,11629.48
3012411838694922459,2022-01-26,714.36
7260092488379457339,2022-01-25,8622.03
5939772064090608268,2022-01-25,45374.1
2843391753880764310,2022-01-26,827.0
3012411838694922459,2022-01-25,555.78
2749801908589504162,2022-01-26,743.72
5176689506753598429,2022-01-26,67161.7
5939772064090608268,2022-01-26,49492.95
2843391753880764310,2022-01-27,855.0
3012411838694922459,2022-01-27,814.36
5939772064090608268,2022-01-27,49279.9
7260092488379457339,2022-01-27,6350.63
4406811688481480716,2022-01-26,146551.0
3012411838694922459,2022-01-28,459.6
7260092488379457339,2022-01-28,8242.79
2843391753880764310,2022-01-28,793.6
5939772064090608268,2022-01-28,22311.65
5176689506753598429,2022-01-28,85891.4
7260092488379457339,2022-01-29,8249.96
5939772064090608268,2022-01-29,8472.15
4406811688481480716,2022-01-28,175139.5
3012411838694922459,2022-01-29,1015.49
2843391753880764310,2022-01-29,2051.0
4406811688481480716,2022-01-29,189929.0
2843391753880764310,2022-01-30,1478.0
5176689506753598429,2022-01-30,80932.7
3012411838694922459,2022-01-30,447.88
7260092488379457339,2022-01-30,8712.96
5939772064090608268,2022-01-30,1809.75
2749801908589504162,2022-01-30,1309.91
2843391753880764310,2022-02-01,2047.5
4406811688481480716,2022-01-31,168529.5
3012411838694922459,2022-01-31,384.32
7260092488379457339,2022-01-31,9358.0
5939772064090608268,2022-01-31,6170.3
2843391753880764310,2022-02-02,8920.0
5176689506753598429,2022-02-01,121019.1
2749801908589504162,2022-02-01,798.69
3012411838694922459,2022-02-01,1096.01
7260092488379457339,2022-02-01,10210.13
5939772064090608268,2022-02-01,62657.75
2749801908589504162,2022-02-02,1527.43
4406811688481480716,2022-02-02,227697.0
2843391753880764310,2022-02-03,1921.8
5176689506753598429,2022-02-02,134052.0
7260092488379457339,2022-02-02,7366.68
5939772064090608268,2022-02-02,64879.0
3012411838694922459,2022-02-02,686.09
3012411838694922459,2022-02-03,929.27
7260092488379457339,2022-02-03,7800.1
5939772064090608268,2022-02-03,63093.35
5176689506753598429,2022-02-03,102698.5
5176689506753598429,2022-02-04,76804.6
7260092488379457339,2022-02-04,6682.02
4406811688481480716,2022-02-04,213294.0
5939772064090608268,2022-02-04,27694.2
3012411838694922459,2022-02-04,490.4
2843391753880764310,2022-01-31,612.0
2843391753880764310,2022-01-18,1047.0
5176689506753598429,2022-01-20,77592.1
2749801908589504162,2022-02-04,734.85
2749801908589504162,2022-02-05,1042.88
5176689506753598429,2022-01-06,116362.5
2749801908589504162,2022-01-28,863.26
2749801908589504162,2022-01-12,2055.14
4406811688481480716,2022-01-14,179220.5
2843391753880764310,2022-01-15,1369.5
4406811688481480716,2022-02-05,229425.0
7260092488379457339,2022-02-05,4355.22
2843391753880764310,2022-01-07,1799.0
3012411838694922459,2022-02-05,723.18
5939772064090608268,2022-02-05,12711.85
4406811688481480716,2022-01-30,210551.0
2749801908589504162,2022-01-27,1123.09
5176689506753598429,2022-01-27,60707.1
5176689506753598429,2022-01-25,72094.6
7260092488379457339,2022-02-06,8157.39
5939772064090608268,2022-02-06,1886.7
4406811688481480716,2022-02-03,200814.0
5176689506753598429,2022-02-05,72292.2
3012411838694922459,2022-02-06,690.06
2843391753880764310,2022-02-05,5068.5
2749801908589504162,2022-02-06,1296.88
2843391753880764310,2022-01-17,713.2
2796662849897893108,2022-01-16,10622.7
2796662849897893108,2022-01-15,7022.6
2796662849897893108,2022-01-14,6675.95
2796662849897893108,2022-01-20,9474.6
2796662849897893108,2022-01-21,9846.8
2796662849897893108,2022-01-18,7532.1
2796662849897893108,2022-01-12,15596.2
2796662849897893108,2022-01-17,6638.2
2796662849897893108,2022-01-19,7252.9
7260092488379457339,2022-01-22,5542.18
2796662849897893108,2022-01-22,5738.9
2796662849897893108,2022-01-13,8321.5
2796662849897893108,2022-01-26,8301.2
2796662849897893108,2022-01-27,10907.55
2749801908589504162,2022-01-29,763.53
5176689506753598429,2022-01-29,94941.0
2796662849897893108,2022-01-30,13896.8
2796662849897893108,2022-01-31,13149.65
4406811688481480716,2022-02-01,224573.0
2749801908589504162,2022-02-03,1036.86
2796662849897893108,2022-02-04,11093.0
2796662849897893108,2022-01-25,6909.55
2796662849897893108,2022-01-24,7652.6
2796662849897893108,2022-01-29,11441.85
2796662849897893108,2022-02-01,14070.4
2796662849897893108,2022-02-02,12701.3
2796662849897893108,2022-02-03,11854.05
2796662849897893108,2022-02-05,10782.85
2843391753880764310,2022-02-06,4379.0
2796662849897893108,2022-02-06,15932.35
2843391753880764310,2022-02-07,3347.5
2796662849897893108,2022-01-28,15560.3
2749801908589504162,2022-02-07,939.61
2796662849897893108,2022-01-23,10143.6
2749801908589504162,2022-01-25,850.2
4406811688481480716,2022-01-25,147726.0
5176689506753598429,2022-02-07,92090.4
2796662849897893108,2022-02-07,13564.85
5939772064090608268,2022-02-07,6654.5
3012411838694922459,2022-02-07,642.78
2843391753880764310,2022-02-08,2564.0
5176689506753598429,2022-02-08,94251.1
4406811688481480716,2022-01-27,159950.5
2749801908589504162,2022-02-08,1173.71
3012411838694922459,2022-02-08,923.5
7260092488379457339,2022-02-07,9051.52
7260092488379457339,2022-02-08,6094.76
2796662849897893108,2022-02-08,9903.6
5176689506753598429,2021-12-15,190545.0
2843391753880764310,2022-01-01,419.0
2749801908589504162,2022-01-13,1062.9
2843391753880764310,2022-02-09,3071.5
3012411838694922459,2022-01-22,855.16
5176689506753598429,2022-01-13,135850.4
2749801908589504162,2022-02-09,756.96
2749801908589504162,2022-01-18,490.13
5939772064090608268,2022-01-10,7689.45
7260092488379457339,2022-02-09,4040.64
4406811688481480716,2022-02-09,247139.5
5176689506753598429,2022-01-12,159803.8
2749801908589504162,2022-01-31,638.56
2796662849897893108,2022-02-10,6183.7
2843391753880764310,2022-02-10,2144.0
2749801908589504162,2022-02-10,1499.56
7260092488379457339,2022-02-10,7125.41
5939772064090608268,2022-02-10,59778.5
5176689506753598429,2022-02-10,82334.4
5939772064090608268,2022-02-11,21465.4
2749801908589504162,2022-02-11,1827.12
5176689506753598429,2022-02-11,60450.3
3012411838694922459,2022-02-11,612.67
7260092488379457339,2022-02-11,6005.71
2796662849897893108,2022-02-11,4623.9
2843391753880764310,2022-02-12,2388.5
4406811688481480716,2022-02-11,174879.0
3012411838694922459,2022-02-12,500.12
7260092488379457339,2022-02-12,4575.77
5939772064090608268,2022-02-12,10219.0
4406811688481480716,2022-02-12,174115.0
5176689506753598429,2022-02-12,58287.2
2843391753880764310,2022-02-13,1601.0
7260092488379457339,2022-02-13,5609.39
5939772064090608268,2022-02-13,1558.15
2796662849897893108,2022-02-13,5920.6
3012411838694922459,2022-02-13,472.52
4406811688481480716,2022-02-13,175992.0
3012411838694922459,2022-02-10,630.45
4406811688481480716,2022-02-10,182290.0
2843391753880764310,2022-02-11,3793.5
5176689506753598429,2022-01-31,80713.9
2843391753880764310,2022-02-14,1285.5
2749801908589504162,2022-02-14,790.73
5176689506753598429,2022-02-14,62651.7
2796662849897893108,2022-02-14,5499.9
7260092488379457339,2022-02-14,7055.1
2749801908589504162,2022-01-16,1263.12
2843391753880764310,2022-02-04,3623.2
5939772064090608268,2022-02-14,2558.55
5176689506753598429,2022-02-06,98965.0
4406811688481480716,2022-02-14,164503.0
2843391753880764310,2022-02-15,2419.5
5176689506753598429,2022-01-16,123089.5
5176689506753598429,2022-02-09,95496.1
2749801908589504162,2022-02-15,165.37
7260092488379457339,2022-02-15,9352.61
5176689506753598429,2022-02-15,59968.1
3012411838694922459,2022-02-15,655.04
2796662849897893108,2022-02-15,4206.3
5939772064090608268,2022-02-15,51309.33
2796662849897893108,2022-02-16,6703.4
4406811688481480716,2022-02-16,160017.0
2749801908589504162,2022-02-16,423.29
5176689506753598429,2022-02-16,57958.9
5939772064090608268,2022-02-16,50528.05
3012411838694922459,2022-02-16,216.0
7260092488379457339,2022-02-16,4156.89
2796662849897893108,2022-02-17,4749.15
3012411838694922459,2022-02-17,448.21
2749801908589504162,2022-02-17,237.53
5176689506753598429,2022-02-17,52104.8
7260092488379457339,2022-02-17,5263.82
5939772064090608268,2022-02-17,53176.95
4406811688481480716,2022-02-06,245597.5
3012411838694922459,2022-02-09,449.84
2749801908589504162,2022-02-13,687.32
5176689506753598429,2022-02-13,54193.5
4406811688481480716,2022-02-15,168110.0
2843391753880764310,2022-02-16,1559.0
2843391753880764310,2022-02-17,2373.0
5176689506753598429,2022-02-18,32063.2
7260092488379457339,2022-02-18,4833.44
2796662849897893108,2022-02-18,3987.4
5939772064090608268,2022-02-18,20566.85
3012411838694922459,2022-02-18,236.46
4406811688481480716,2022-01-23,237622.0
4406811688481480716,2022-02-18,132254.0
2843391753880764310,2022-02-19,4238.5
3012411838694922459,2022-02-19,682.4
7260092488379457339,2022-02-19,4166.72
2796662849897893108,2022-02-19,4643.1
5939772064090608268,2022-02-19,9552.15
2749801908589504162,2022-02-19,401.39
5176689506753598429,2022-02-19,43926.1
2843391753880764310,2022-02-20,1349.0
2796662849897893108,2022-02-09,10540.7
5939772064090608268,2022-02-09,57259.35
2843391753880764310,2022-02-18,2348.0
5176689506753598429,2022-02-20,41721.5
5939772064090608268,2022-02-20,1190.9
4406811688481480716,2022-02-17,151170.0
2796662849897893108,2022-02-20,5502.35
4406811688481480716,2022-02-20,236333.0
2749801908589504162,2022-02-21,716.01
7260092488379457339,2022-02-20,6241.24
2843391753880764310,2022-02-21,2723.5
5176689506753598429,2022-02-21,54773.0
3012411838694922459,2022-02-21,289.18
7260092488379457339,2022-02-21,8202.32
3012411838694922459,2022-02-20,303.86
4406811688481480716,2022-02-21,169806.5
5939772064090608268,2022-02-21,3914.4
2749801908589504162,2022-02-22,2432.52
2796662849897893108,2022-02-21,4196.8
2843391753880764310,2022-02-22,2143.0
5939772064090608268,2022-02-22,39605.7
2796662849897893108,2022-02-12,5188.0
2796662849897893108,2022-02-22,4349.8
4406811688481480716,2022-02-22,159193.0
3012411838694922459,2022-02-23,389.34
7260092488379457339,2022-02-23,4732.54
2796662849897893108,2022-02-23,5882.9
5939772064090608268,2022-02-23,41328.25
2843391753880764310,2022-02-23,4925.0
8509397255846485028,2022-01-30,5565.34
5434424518289236766,2022-01-31,1590.34
8509397255846485028,2022-01-31,5027.59
5434424518289236766,2022-02-04,2141.88
5434424518289236766,2022-02-03,2213.39
8509397255846485028,2022-02-01,3329.0
5434424518289236766,2022-02-02,2365.37
8509397255846485028,2022-02-03,5634.7
8509397255846485028,2022-02-04,4289.8
5434424518289236766,2022-02-05,1590.32
8509397255846485028,2022-02-05,10189.1
5434424518289236766,2022-02-06,2921.09
8509397255846485028,2022-02-06,7731.2
5434424518289236766,2022-02-07,1707.18
5434424518289236766,2022-02-08,1612.37
8509397255846485028,2022-02-08,4834.5
5434424518289236766,2022-02-09,1417.68
8509397255846485028,2022-02-09,1631.79
5434424518289236766,2022-02-10,1642.18
8509397255846485028,2022-02-10,2079.62
5434424518289236766,2022-02-11,1606.65
8509397255846485028,2022-02-11,1318.75
5434424518289236766,2022-02-12,1615.89
8509397255846485028,2022-02-12,3171.73
5434424518289236766,2022-02-13,1694.19
8509397255846485028,2022-02-13,2064.1
5434424518289236766,2022-02-14,1039.15
5434424518289236766,2022-01-26,1320.77
5434424518289236766,2022-01-25,1567.43
8509397255846485028,2022-01-25,2730.3
8509397255846485028,2022-01-26,2302.9
5434424518289236766,2022-01-27,2038.25
8509397255846485028,2022-01-27,2925.2
5434424518289236766,2022-01-28,2292.36
8509397255846485028,2022-01-28,6230.34
5434424518289236766,2022-01-29,1833.86
8509397255846485028,2022-01-29,6132.27
5434424518289236766,2022-01-30,2365.01
5434424518289236766,2022-02-01,2003.11
8509397255846485028,2022-02-02,3207.8
8509397255846485028,2022-02-22,1759.3
8509397255846485028,2022-02-23,1833.4
2843391753880764310,2022-02-24,2702.1
8509397255846485028,2022-02-14,1937.0
8509397255846485028,2022-02-16,2253.66
5434424518289236766,2022-02-18,1106.27
2749801908589504162,2022-02-18,521.25
8509397255846485028,2022-02-18,1740.7
5434424518289236766,2022-02-19,511.71
8509397255846485028,2022-02-19,1411.8
5434424518289236766,2022-02-20,1370.1
8509397255846485028,2022-02-20,3323.5
5434424518289236766,2022-02-21,1376.71
8509397255846485028,2022-02-21,1498.9
5434424518289236766,2022-02-22,1393.53
7260092488379457339,2022-02-22,4563.14
5434424518289236766,2022-02-23,1368.86
2749801908589504162,2022-02-23,928.59
5434424518289236766,2022-02-15,610.93
5434424518289236766,2022-02-24,1786.27
8509397255846485028,2022-02-15,1241.2
5434424518289236766,2022-02-16,1460.16
5434424518289236766,2022-02-17,1567.47
8509397255846485028,2022-02-17,1836.1
2796662849897893108,2022-02-24,3905.15
7260092488379457339,2022-01-26,6176.62
8463115330227428433,2022-02-02,6.5
7260092488379457339,2022-02-24,5139.31
5939772064090608268,2022-02-24,47305.7
8463115330227428433,2022-02-07,58.48
8509397255846485028,2022-02-07,5276.5
8463115330227428433,2022-02-08,23.97
3012411838694922459,2022-02-24,482.72
8463115330227428433,2022-02-18,54.15
3012411838694922459,2022-02-22,518.64
2843391753880764310,2022-02-25,3731.0
8463115330227428433,2022-02-25,10.57
5176689506753598429,2022-02-25,59058.5
8463115330227428433,2022-02-12,7.98
8463115330227428433,2022-02-13,78.65
8463115330227428433,2022-02-15,43.45
8463115330227428433,2022-02-20,44.55
5176689506753598429,2022-02-23,48788.8
2749801908589504162,2022-02-24,581.17
5176689506753598429,2022-02-24,64774.1
8463115330227428433,2022-02-09,169.14
7260092488379457339,2022-02-25,5487.33
8509397255846485028,2022-02-25,3253.9
2843391753880764310,2022-02-26,3511.0
5434424518289236766,2022-02-26,1571.52
3012411838694922459,2022-02-25,617.95
2796662849897893108,2022-02-25,4681.25
5939772064090608268,2022-02-25,14740.25
5939772064090608268,2022-02-26,6187.7
5176689506753598429,2022-02-26,61720.2
7260092488379457339,2022-02-26,6677.28
8509397255846485028,2022-02-26,2611.1
4406811688481480716,2022-02-19,180847.6
3012411838694922459,2022-02-26,454.94
4406811688481480716,2022-02-26,176754.0
2749801908589504162,2022-02-27,487.78
7260092488379457339,2022-02-27,4918.01
2843391753880764310,2022-02-27,3290.5
5434424518289236766,2022-02-27,2322.91
5176689506753598429,2022-02-27,55847.5
3012411838694922459,2022-02-27,478.46
5434424518289236766,2022-02-25,1760.77
4406811688481480716,2022-01-01,144320.0
2796662849897893108,2022-02-27,7956.55
5939772064090608268,2022-02-27,1334.2
7260092488379457339,2022-01-04,8015.66
8509397255846485028,2022-01-10,1985.44
2843391753880764310,2022-01-11,660.0
5434424518289236766,2022-01-11,2246.97
8509397255846485028,2022-01-11,1790.01
5434424518289236766,2022-01-10,3813.26
8509397255846485028,2022-01-13,7608.5
8509397255846485028,2022-01-14,4182.9
5434424518289236766,2022-01-15,2652.23
8509397255846485028,2022-01-16,6014.1
5434424518289236766,2022-01-17,2504.47
8509397255846485028,2022-01-17,3660.1
8509397255846485028,2022-01-18,3249.66
5434424518289236766,2022-01-19,1583.82
8509397255846485028,2022-01-19,7085.09
5434424518289236766,2022-01-20,1985.96
8509397255846485028,2022-01-20,5776.21
8509397255846485028,2022-01-21,4503.5
5434424518289236766,2022-01-16,3147.07
8509397255846485028,2022-01-12,15018.1
5434424518289236766,2022-01-14,3151.76
8509397255846485028,2022-01-24,3022.9
3012411838694922459,2022-02-14,690.46
4406811688481480716,2022-02-24,169979.0
5434424518289236766,2022-01-23,2886.48
2843391753880764310,2022-01-22,961.0
8509397255846485028,2022-01-22,4627.7
5434424518289236766,2022-01-24,1822.75
8509397255846485028,2022-01-23,4262.8
7260092488379457339,2022-02-28,19796.24
2796662849897893108,2022-02-28,6530.75
4406811688481480716,2022-02-28,186306.0
8463115330227428433,2022-02-28,62.36
5434424518289236766,2022-02-28,2327.02
3012411838694922459,2022-02-28,1066.67
8509397255846485028,2022-02-28,5824.5
7260092488379457339,2022-01-05,6894.26
5176689506753598429,2022-01-07,87832.1
2843391753880764310,2022-03-01,3776.0
2749801908589504162,2022-01-21,735.49
5434424518289236766,2022-01-18,2821.45
8509397255846485028,2022-01-15,5181.6
5434424518289236766,2022-01-12,3342.55
2843391753880764310,2022-02-28,3835.0
7260092488379457339,2022-03-01,12286.03
8509397255846485028,2022-03-01,4528.5
4406811688481480716,2022-03-01,253899.0
2749801908589504162,2022-03-01,499.39
5176689506753598429,2022-03-01,100763.2
3012411838694922459,2022-03-01,612.22
2843391753880764310,2022-03-02,3855.0
2749801908589504162,2022-03-02,1101.63
5176689506753598429,2022-03-02,106408.2
3012411838694922459,2022-03-02,1048.15
7260092488379457339,2022-03-02,6574.95
5939772064090608268,2022-03-02,64570.5
7186097197009479310,2022-01-14,848.52
7186097197009479310,2022-01-13,966.46
7186097197009479310,2022-01-12,1150.07
7186097197009479310,2022-01-11,1137.5
7186097197009479310,2022-01-10,1137.55
7186097197009479310,2022-01-18,1053.3
7186097197009479310,2022-01-27,1185.28
7186097197009479310,2022-01-28,966.99
7186097197009479310,2022-01-31,1091.99
7186097197009479310,2022-02-01,1187.61
7186097197009479310,2022-02-02,1322.86
7186097197009479310,2022-02-03,1301.55
7186097197009479310,2022-02-04,1006.85
7186097197009479310,2022-02-05,1090.06
7186097197009479310,2022-02-06,1340.77
7186097197009479310,2022-02-07,1277.2
7186097197009479310,2022-02-08,1023.22
7186097197009479310,2022-02-09,1534.17
7186097197009479310,2022-02-11,957.77
7186097197009479310,2022-02-12,1010.94
7186097197009479310,2022-02-13,1203.54
7186097197009479310,2022-02-14,841.8
7186097197009479310,2022-02-15,648.18
7186097197009479310,2022-02-16,2509.56
7186097197009479310,2022-02-17,1377.52
7186097197009479310,2022-02-18,1262.56
7186097197009479310,2022-02-19,1324.82
7186097197009479310,2022-02-20,1673.55
7186097197009479310,2022-02-21,1088.02
7186097197009479310,2022-02-22,1706.5
7186097197009479310,2022-02-23,2496.83
7186097197009479310,2022-02-24,1630.93
7186097197009479310,2022-02-25,1926.98
7186097197009479310,2022-02-26,1827.16
7186097197009479310,2022-02-27,1973.87
7186097197009479310,2022-02-28,1830.9
8509397255846485028,2022-03-02,3787.8
7186097197009479310,2022-01-21,702.8
7186097197009479310,2022-01-29,1267.73
7186097197009479310,2022-01-30,1224.7
7186097197009479310,2022-01-26,836.25
7186097197009479310,2022-01-20,985.53
7186097197009479310,2022-01-19,948.65
7186097197009479310,2022-01-25,764.52
7186097197009479310,2022-01-17,1219.57
7186097197009479310,2022-01-16,1625.81
7186097197009479310,2022-01-15,898.3
7186097197009479310,2022-01-24,842.7
7186097197009479310,2022-01-23,852.16
7186097197009479310,2022-02-10,1285.87
7186097197009479310,2022-01-22,980.23
5434424518289236766,2022-03-03,1422.61
7260092488379457339,2022-03-03,8868.25
5939772064090608268,2022-03-03,65966.9
2796662849897893108,2022-03-03,7243.9
7186097197009479310,2022-03-02,1624.22
4406811688481480716,2022-03-02,252393.5
2843391753880764310,2022-03-03,491.0
3012411838694922459,2022-03-03,794.08
5176689506753598429,2022-03-03,96017.4
2749801908589504162,2022-03-03,1059.08
4406811688481480716,2022-02-07,230526.5
7186097197009479310,2022-03-01,1944.46
7186097197009479310,2022-03-03,2306.28
