enterprise_id,date,amount,platform,total_funding_amount
8540365508954448545,2022-03-29,26118.49,google,1000000.0
1192305115806033379,2022-03-07,638.43,stock,50000.0
1192305115806033379,2022-03-07,661.94,stock,50000.0
1192305115806033379,2022-03-07,329.64,stock,50000.0
1192305115806033379,2022-03-07,278.23,stock,50000.0
1192305115806033379,2022-03-07,3838.08,stock,50000.0
1192305115806033379,2022-03-07,2419.2,stock,50000.0
1192305115806033379,2022-03-07,137.95,stock,50000.0
1192305115806033379,2022-03-07,21.2,stock,50000.0
1192305115806033379,2022-03-07,1358.05,stock,50000.0
1192305115806033379,2022-03-07,256.32,stock,50000.0
1192305115806033379,2022-03-07,237.92,stock,50000.0
1192305115806033379,2022-03-07,7516.8,stock,50000.0
7260092488379457339,2022-02-02,33691.04,facebook,260000.0
1192305115806033379,2022-03-07,2661.41,stock,50000.0
1192305115806033379,2022-03-07,3337.55,stock,50000.0
9148671555452718366,2022-02-03,150.76,facebook,32000.0
5822807777852724982,2022-02-03,500.0,google,135000.0
2843391753880764310,2022-02-03,750.0,facebook,50000.0
2843391753880764310,2022-03-07,750.0,facebook,50000.0
5434424518289236766,2022-03-07,500.0,google,30000.0
3012411838694922459,2022-03-07,70.0,facebook,50000.0
8540365508954448545,2022-02-28,68665.91,facebook,1000000.0
7260092488379457339,2022-03-07,4654.4,facebook,260000.0
7260092488379457339,2022-03-07,46408.51,stock,260000.0
6071132215378341664,2022-02-28,32832.11,facebook,150000.0
6071132215378341664,2022-03-08,57.97,other,150000.0
2171776145388804735,2022-03-08,266.13,google,30000.0
8641573576036899873,2022-03-08,750.0,facebook,30000.0
2843391753880764310,2022-03-08,500.0,google,50000.0
3012411838694922459,2022-03-08,100.0,other,50000.0
3380802313261167994,2022-02-04,750.0,facebook,30000.0
4636378874853602913,2022-02-04,509.8,facebook,10000.0
5196726616391465149,2022-02-04,500.0,google,20000.0
6071132215378341664,2022-02-04,598.51,microsoft,150000.0
8641573576036899873,2022-02-04,750.0,facebook,30000.0
2843391753880764310,2022-02-04,500.0,google,50000.0
7260092488379457339,2022-03-18,16389.53,stock,260000.0
7260092488379457339,2022-03-16,10790.92,stock,260000.0
2393859298115499884,2022-03-09,500.0,google,15000.0
7186097197009479310,2022-03-09,350.0,other,80000.0
2843391753880764310,2022-03-09,750.0,other,50000.0
7186097197009479310,2022-03-09,225.0,other,80000.0
7186097197009479310,2022-03-09,20.0,other,80000.0
7186097197009479310,2022-03-09,30.0,other,80000.0
7186097197009479310,2022-03-09,150.0,other,80000.0
7186097197009479310,2022-03-09,9.0,other,80000.0
7186097197009479310,2022-03-09,4.0,other,80000.0
7186097197009479310,2022-03-09,1.5,other,80000.0
7186097197009479310,2022-03-09,6.0,other,80000.0
7186097197009479310,2022-03-09,12.0,other,80000.0
7186097197009479310,2022-03-09,2.0,other,80000.0
7186097197009479310,2022-03-09,100.0,other,80000.0
7186097197009479310,2022-03-09,70.0,other,80000.0
7186097197009479310,2022-03-09,40.0,other,80000.0
3335984757348155291,2022-03-30,75812.59,stock,150000.0
7186097197009479310,2022-03-10,1000.0,google,80000.0
7186097197009479310,2022-03-10,500.0,other,80000.0
9148671555452718366,2022-02-05,743.52,facebook,32000.0
5822807777852724982,2022-02-05,750.0,facebook,135000.0
6071132215378341664,2022-02-05,132.94,other,150000.0
2393859298115499884,2022-02-07,500.0,google,15000.0
5822807777852724982,2022-02-07,500.0,google,135000.0
8641573576036899873,2022-02-07,750.0,facebook,30000.0
4636378874853602913,2022-01-21,15.52,facebook,10000.0
6071132215378341664,2022-01-21,115.86,other,150000.0
4976975039108026700,2022-01-21,750.0,facebook,20000.0
5822807777852724982,2022-01-21,750.0,facebook,135000.0
5196726616391465149,2022-01-21,750.0,facebook,20000.0
3516240567180555644,2022-01-21,395.93,google,15000.0
8540365508954448545,2022-02-27,28760.01,google,1000000.0
8540365508954448545,2022-01-31,103980.7,facebook,1000000.0
6071132215378341664,2022-01-31,261.7,facebook,150000.0
6071132215378341664,2022-01-31,27290.27,facebook,150000.0
5822807777852724982,2022-01-19,500.0,google,135000.0
9148671555452718366,2022-01-19,750.0,facebook,32000.0
6071132215378341664,2022-01-19,121.04,other,150000.0
8641573576036899873,2022-01-19,750.0,facebook,30000.0
2393859298115499884,2022-01-19,750.0,facebook,15000.0
9148671555452718366,2022-01-16,750.0,facebook,32000.0
8641573576036899873,2022-01-16,750.0,facebook,30000.0
6071132215378341664,2022-01-16,109.16,other,150000.0
5822807777852724982,2022-01-15,750.0,facebook,135000.0
5196726616391465149,2022-01-15,750.0,facebook,20000.0
4976975039108026700,2022-01-15,500.0,google,20000.0
5196726616391465149,2022-01-15,500.0,google,20000.0
6071132215378341664,2022-01-14,116.46,other,150000.0
2393859298115499884,2022-01-14,500.0,google,15000.0
5822807777852724982,2022-01-14,500.0,google,135000.0
7541178542874469297,2022-01-14,512.84,facebook,20000.0
1526091497470129680,2022-01-13,750.0,facebook,40000.0
